Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,RNDelta,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,CooldownSec
15084,XAUUSD,55,7,12,3,0.16,2.0,False,True,0.28,0.6,0.6,1.5,2.0,0.9,35,90,0.8,0.5,2,False,0,0,0
15085,XAUUSD,45,7,11,3,0.2,1.0,False,True,0.3,0.6,0.7,1.0,3.0,0.9,25,120,0.6,0.5,3,False,0,0,0
15086,XAUUSD,45,6,16,3,0.18,2.0,True,True,0.32,0.35,0.6,2.2,2.4,0.8,50,120,0.8,0.5,2,False,0,0,0
15087,XAUUSD,60,5,16,3,0.22,1.0,False,True,0.35,0.35,0.7,2.2,3.6,0.9,40,120,0.6,0.5,3,False,0,0,0
15088,XAUUSD,60,6,12,2,0.19,1.0,False,True,0.3,0.35,0.65,1.5,3.0,0.8,40,120,0.5,0.5,2,False,0,0,0
15089,XAUUSD,60,7,16,2,0.16,1.0,True,True,0.28,0.5,0.65,1.2,2.4,0.8,40,60,0.6,0.5,3,False,0,0,0
15090,XAUUSD,45,5,11,2,0.2,1.5,False,True,0.32,0.35,0.6,1.0,2.4,0.8,35,90,0.6,0.5,2,False,0,0,0
15091,XAUUSD,60,7,14,2,0.18,1.0,False,True,0.35,0.5,0.55,2.0,3.0,0.8,40,120,0.6,0.5,3,False,0,0,0
15092,XAUUSD,60,7,12,2,0.19,2.5,False,True,0.32,0.4,0.6,1.0,1.8804804393189973,0.6,35,120,0.5,0.5,3,False,0,0,0
15093,XAUUSD,50,7,12,4,0.18,2.5,False,True,0.32,0.45,0.65,0.9,2.036015524268805,0.7,40,60,0.7,0.5,3,False,0,0,0
15094,XAUUSD,45,7,12,2,0.16,2.5,False,True,0.28,0.6,0.65,1.0,2.0,0.7,40,90,0.5,0.5,2,False,0,0,0
15095,XAUUSD,45,7,14,2,0.19,2.0,False,True,0.32,0.35,0.7,1.5,3.6,1.0,50,90,0.7,0.5,3,False,0,0,0
15096,XAUUSD,60,7,14,3,0.16,2.0,False,True,0.35,0.3,0.7,1.5,2.0,0.7,25,90,0.6,0.5,3,False,0,0,0
15097,XAUUSD,50,7,16,4,0.19,2.5,True,True,0.35,0.45,0.65,2.2,3.6,0.8,40,90,0.8,0.5,2,False,0,0,0
15098,XAUUSD,45,5,12,4,0.18,1.0,False,True,0.35,0.5,0.6,0.9,1.922258891909283,0.6090799715368648,40,120,0.6,0.5,2,False,0,0,0
15099,XAUUSD,55,5,16,2,0.22,2.0,True,True,0.3,0.3,0.55,1.5,2.4,0.6,40,60,0.7,0.5,2,False,0,0,0
15100,XAUUSD,55,7,11,3,0.17,2.0,False,True,0.32,0.35,0.7,1.0,1.8714418815770497,0.8,40,45,0.6,0.5,2,False,0,0,0
15101,XAUUSD,45,7,12,3,0.2,1.5,True,True,0.35,0.55,0.65,2.2,3.0,0.7,40,120,0.6,0.5,3,False,0,0,0
15102,XAUUSD,55,7,12,3,0.22,1.0,False,True,0.28,0.3,0.65,1.2,2.0,1.0,40,120,0.7,0.5,3,False,0,0,0
15103,XAUUSD,50,7,14,3,0.2,2.0,True,True,0.32,0.45,0.7,2.2,4.0,0.7,30,90,0.8,0.5,3,False,0,0,0
15104,XAUUSD,45,6,14,3,0.2,1.0,False,True,0.35,0.6,0.65,2.0,2.4,0.6,30,60,0.8,0.5,2,False,0,0,0
15105,XAUUSD,55,7,16,4,0.2,1.5,False,True,0.28,0.5,0.7,1.8,3.0,0.6,50,60,0.7,0.5,3,False,0,0,0
15106,XAUUSD,55,7,11,2,0.22,2.0,False,True,0.28,0.3,0.7,2.2,3.6,0.9,40,120,0.5,0.5,2,False,0,0,0
15107,XAUUSD,45,7,16,2,0.21,1.5,False,True,0.32,0.45,0.6,1.2,2.763829733505268,0.7,50,120,0.8,0.5,3,False,0,0,0
15108,XAUUSD,50,7,12,3,0.16,1.5,False,True,0.28,0.35,0.65,0.9,1.6200911251466659,0.7,25,120,0.5,0.5,2,False,0,0,0
15109,XAUUSD,55,7,12,2,0.21,1.0,False,True,0.35,0.35,0.7,1.5,3.6,0.8,30,90,0.6,0.5,2,True,0.04,2400,0
15110,XAUUSD,45,7,16,4,0.18,2.0,False,True,0.32,0.5,0.55,1.5,4.0,0.8,30,90,0.7,0.5,2,False,0,0,0
15111,XAUUSD,60,7,14,4,0.17,2.5,False,True,0.32,0.4,0.7,1.8,3.0,1.0,50,60,0.7,0.5,3,False,0,0,0
15112,XAUUSD,45,7,14,2,0.22,2.5,False,True,0.3,0.55,0.65,2.0,3.0,0.8,25,45,0.7,0.5,3,False,0,0,0
15113,XAUUSD,60,6,12,2,0.22,2.5,True,True,0.28,0.55,0.55,1.0,2.369295608465867,0.9,35,60,0.7,0.5,3,False,0,0,0
15114,XAUUSD,50,6,14,2,0.16,1.0,False,True,0.35,0.35,0.6,2.0,2.4,0.8,35,60,0.6,0.5,2,False,0,0,0
15115,XAUUSD,45,6,16,2,0.17,1.0,False,True,0.35,0.35,0.55,2.2,4.0,1.0,30,45,0.6,0.5,2,False,0,0,0
15116,XAUUSD,60,7,12,3,0.21,2.5,False,True,0.28,0.4,0.6,2.0,3.0,0.8,40,90,0.7,0.5,3,False,0,0,0
15117,XAUUSD,55,7,11,4,0.22,1.0,False,True,0.32,0.4,0.55,1.2,3.0,1.0,50,45,0.8,0.5,3,False,0,0,0
15118,XAUUSD,50,6,12,3,0.17,2.0,False,True,0.35,0.6,0.6,1.8,3.0,0.6,40,60,0.5,0.5,2,False,0,0,0
15119,XAUUSD,55,7,12,3,0.2,2.0,False,True,0.35,0.45,0.7,1.0,3.0,0.9,25,120,0.7,0.5,2,False,0,0,0
15120,XAUUSD,45,7,12,4,0.21,2.5,False,True,0.28,0.5,0.6,2.2,3.6,0.7,25,90,0.6,0.5,3,False,0,0,0
15121,XAUUSD,50,6,11,3,0.19,2.0,False,True,0.35,0.45,0.65,0.9,1.6732777451987784,0.8,30,45,0.5,0.5,3,False,0,0,0
15122,XAUUSD,60,6,14,2,0.18,2.5,True,True,0.28,0.6,0.65,1.0,2.4,0.7,30,120,0.6,0.5,3,False,0,0,0
15123,XAUUSD,50,7,11,3,0.17,2.0,True,True,0.35,0.5,0.65,2.2,2.4,0.8,30,120,0.7,0.5,3,False,0,0,0
15124,XAUUSD,50,7,11,2,0.18,2.5,True,True,0.3,0.4,0.7,1.5,2.0,0.7,30,45,0.6,0.5,2,False,0,0,0
15125,XAUUSD,55,7,14,4,0.18,2.0,False,True,0.3,0.4,0.55,2.0,3.0,0.8,40,120,0.7,0.5,3,False,0,0,0
15126,XAUUSD,45,5,16,4,0.22,1.5,False,True,0.3,0.6,0.7,1.0,2.4,0.9,40,45,0.8,0.5,3,False,0,0,0
15127,XAUUSD,50,7,16,3,0.18,2.5,False,True,0.32,0.5,0.55,1.0,2.4,0.8,40,60,0.6,0.5,3,False,0,0,0
15128,XAUUSD,50,6,14,4,0.21,1.5,False,True,0.28,0.4,0.6,0.9,1.6600784424715636,0.8,40,90,0.8,0.5,2,False,0,0,0
15129,XAUUSD,55,5,16,2,0.18,2.0,True,True,0.32,0.45,0.65,1.2,3.050920227757966,1.0,25,120,0.8,0.5,3,False,0,0,0
15130,XAUUSD,55,7,16,3,0.22,2.5,False,True,0.28,0.3,0.55,1.2,3.0,0.8,30,45,0.7,0.5,3,False,0,0,0
15131,XAUUSD,45,7,11,2,0.18,2.0,False,True,0.28,0.55,0.55,1.0,2.4,0.8,50,45,0.5,0.5,3,False,0,0,0
15132,XAUUSD,55,5,11,3,0.2,2.0,False,True,0.32,0.45,0.65,2.2,4.0,1.0,35,120,0.5,0.5,3,False,0,0,0
15133,XAUUSD,60,7,11,3,0.2,1.0,False,True,0.32,0.4,0.7,1.8,4.0,0.8,50,45,0.6,0.5,3,False,0,0,0
15134,XAUUSD,55,7,14,2,0.18,1.5,False,True,0.3,0.5,0.65,0.9,2.0,0.6,25,90,0.6,0.5,3,False,0,0,0
15135,XAUUSD,55,6,14,3,0.22,2.5,False,True,0.3,0.35,0.7,2.0,2.4,0.6,25,60,0.6,0.5,2,False,0,0,0
15136,XAUUSD,55,7,11,4,0.16,1.0,False,True,0.35,0.5,0.6,2.0,4.0,0.7,50,90,0.7,0.5,3,False,0,0,0
15137,XAUUSD,45,6,16,3,0.2,1.5,True,True,0.35,0.45,0.6,2.0,4.0,0.9,30,120,0.8,0.5,2,False,0,0,0
15138,XAUUSD,45,6,11,3,0.16,1.5,False,True,0.35,0.5,0.55,1.0,2.4,0.8853223751789158,25,45,0.5,0.5,2,False,0,0,0
15139,XAUUSD,60,7,12,4,0.22,2.0,False,True,0.32,0.45,0.7,2.0,2.4,0.9,35,60,0.7,0.5,3,False,0,0,0
15140,XAUUSD,50,7,14,4,0.18,1.0,False,True,0.32,0.45,0.7,1.8,2.0,0.8,25,90,0.6,0.5,2,False,0,0,0
15141,XAUUSD,45,7,11,3,0.17,2.5,False,True,0.35,0.45,0.65,0.9,2.0,0.6,30,120,0.5,0.5,3,False,0,0,0
15142,XAUUSD,45,7,12,2,0.21,1.5,False,True,0.35,0.4,0.55,1.0,2.2617453496898587,0.9,30,120,0.6,0.5,2,False,0,0,0
15143,XAUUSD,55,7,16,2,0.19,2.5,False,True,0.32,0.5,0.55,1.0,2.4,0.6,25,60,0.6,0.5,2,False,0,0,0
15144,XAUUSD,45,7,16,2,0.16,2.5,False,True,0.35,0.35,0.6,2.2,2.4,1.0,30,90,0.8,0.5,2,False,0,0,0
15145,XAUUSD,50,6,11,4,0.18,2.5,True,True,0.35,0.35,0.7,1.2,2.4,0.7,40,60,0.7,0.5,2,False,0,0,0
15146,XAUUSD,45,5,16,4,0.18,1.5,False,True,0.35,0.4,0.55,1.5,3.0,0.7,40,60,0.5,0.5,2,False,0,0,0
15147,XAUUSD,60,7,12,4,0.22,1.5,True,True,0.3,0.35,0.6,1.8,2.0,0.6,30,90,0.7,0.5,2,False,0,0,0
15148,XAUUSD,50,7,12,2,0.17,1.5,False,True,0.3,0.3,0.7,1.5,3.6,1.0,30,90,0.5,0.5,2,False,0,0,0
15149,XAUUSD,55,7,12,3,0.21,2.5,False,True,0.32,0.3,0.7,1.2,3.0,0.8,30,90,0.8,0.5,2,False,0,0,0
15150,XAUUSD,60,5,12,2,0.2,2.0,False,True,0.28,0.5,0.65,2.2,3.0,1.0,50,60,0.8,0.5,3,False,0,0,0
15151,XAUUSD,55,7,14,3,0.18,2.0,False,True,0.32,0.4,0.55,2.2,3.6,0.7,40,90,0.6,0.5,2,False,0,0,0
15152,XAUUSD,45,7,16,2,0.17,2.0,False,True,0.3,0.5,0.6,1.0,2.4,0.6278516212851025,50,45,0.5,0.5,2,False,0,0,0
15153,XAUUSD,50,7,16,3,0.2,2.5,False,True,0.28,0.55,0.55,2.2,2.4,0.9,30,45,0.7,0.5,3,False,0,0,0
15154,XAUUSD,50,6,12,3,0.19,1.0,False,True,0.35,0.4,0.55,1.8,2.0,0.7,50,90,0.7,0.5,2,False,0,0,0
15155,XAUUSD,45,7,11,4,0.2,1.0,False,True,0.32,0.35,0.6,1.8,3.0,1.0,30,90,0.5,0.5,3,False,0,0,0
15156,XAUUSD,55,7,12,3,0.16,1.0,False,True,0.28,0.35,0.7,1.5,2.4,1.0,35,120,0.8,0.5,2,False,0,0,0
15157,XAUUSD,45,7,16,4,0.21,2.5,False,True,0.32,0.35,0.6,2.2,3.6,0.6,30,60,0.6,0.5,2,False,0,0,0
15158,XAUUSD,60,7,11,2,0.17,1.0,False,True,0.28,0.6,0.6,0.9,1.9520562742182543,0.5673194267114839,30,90,0.7,0.5,3,False,0,0,0
15159,XAUUSD,45,7,11,3,0.18,2.5,False,True,0.3,0.55,0.55,1.0,3.0,0.8,25,90,0.5,0.5,3,True,0.04,2400,0
15160,XAUUSD,55,7,11,2,0.17,2.5,False,True,0.32,0.6,0.65,2.0,4.0,1.0,30,120,0.7,0.5,2,False,0,0,0
15161,XAUUSD,45,6,16,3,0.2,1.5,False,True,0.32,0.4,0.55,1.8,2.4,1.0,25,90,0.8,0.5,3,False,0,0,0
15162,XAUUSD,45,7,16,3,0.2,1.5,False,True,0.35,0.6,0.55,0.9,2.0,0.6634094546308932,35,45,0.5,0.5,2,False,0,0,0
15163,XAUUSD,45,7,11,4,0.17,2.0,False,True,0.3,0.6,0.55,2.2,4.0,0.6,50,120,0.8,0.5,2,False,0,0,0
15164,XAUUSD,50,7,12,3,0.18,2.5,False,True,0.28,0.35,0.55,1.5,2.4,0.6,25,120,0.5,0.5,3,False,0,0,0
15165,XAUUSD,50,6,11,2,0.18,2.0,True,True,0.35,0.35,0.55,2.2,3.0,1.0,50,45,0.7,0.5,2,False,0,0,0
15166,XAUUSD,45,5,14,2,0.18,1.0,True,True,0.28,0.35,0.55,1.2,3.0,0.8,30,45,0.8,0.5,3,False,0,0,0
15167,XAUUSD,60,5,11,4,0.17,2.0,True,True,0.32,0.6,0.65,1.8,3.0,0.6,40,90,0.8,0.5,2,False,0,0,0
15168,XAUUSD,45,7,12,2,0.16,1.5,False,True,0.3,0.5,0.7,2.0,3.6,0.6,35,45,0.6,0.5,2,False,0,0,0
15169,XAUUSD,60,7,16,3,0.16,2.0,True,True,0.35,0.55,0.7,1.0,2.0813901494386706,0.7,50,60,0.7,0.5,3,False,0,0,0
15170,XAUUSD,60,7,11,3,0.21,1.0,False,True,0.32,0.35,0.55,1.8,2.4,0.7,30,45,0.5,0.5,3,False,0,0,0
15171,XAUUSD,60,7,16,2,0.21,1.0,False,True,0.32,0.5,0.55,1.2,2.6824997646909625,0.6,40,45,0.7,0.5,2,False,0,0,0
15172,XAUUSD,50,7,16,2,0.18,1.5,False,True,0.32,0.3,0.6,1.8,4.0,0.6,25,45,0.6,0.5,2,False,0,0,0
15173,XAUUSD,45,7,12,3,0.21,1.5,False,True,0.35,0.45,0.6,0.9,2.019762927567451,0.8042833484295738,50,90,0.5,0.5,2,False,0,0,0
15174,XAUUSD,55,7,14,2,0.19,1.0,False,True,0.28,0.4,0.6,2.0,4.0,1.0,35,120,0.6,0.5,2,False,0,0,0
15175,XAUUSD,50,7,14,4,0.2,2.0,False,True,0.32,0.3,0.55,1.8,3.6,0.8,50,90,0.7,0.5,2,False,0,0,0
15176,XAUUSD,60,7,11,4,0.16,1.5,True,True,0.32,0.4,0.7,1.0,3.0,0.6,50,45,0.6,0.5,2,False,0,0,0
15177,XAUUSD,45,7,16,3,0.18,2.5,True,True,0.35,0.5,0.7,1.0,2.178681256544081,0.6876651053567377,30,120,0.7,0.5,3,False,0,0,0
15178,XAUUSD,60,7,12,3,0.21,2.0,False,True,0.35,0.55,0.6,2.0,3.0,0.6,30,120,0.8,0.5,2,False,0,0,0
15179,XAUUSD,45,6,16,2,0.18,2.0,True,True,0.32,0.3,0.7,2.2,2.4,0.7,50,90,0.7,0.5,3,False,0,0,0
15180,XAUUSD,55,7,14,3,0.2,1.0,False,True,0.3,0.4,0.6,0.9,1.67906119885819,0.5843035364619241,25,90,0.7,0.5,3,False,0,0,0
15181,XAUUSD,50,7,16,4,0.2,2.5,True,True,0.28,0.45,0.7,1.2,2.9876260134250607,0.8,35,90,0.7,0.5,2,False,0,0,0
15182,XAUUSD,60,7,14,3,0.22,1.5,False,True,0.32,0.5,0.55,1.0,2.349517726766345,0.7,35,45,0.5,0.5,3,False,0,0,0
15183,XAUUSD,50,7,16,2,0.19,2.0,False,True,0.32,0.5,0.6,1.5,2.4,0.7,35,60,0.6,0.5,3,False,0,0,0
15184,XAUUSD,60,7,16,4,0.21,2.5,False,True,0.35,0.4,0.55,1.8,3.0,0.9,50,60,0.8,0.5,2,False,0,0,0
15185,XAUUSD,55,7,16,4,0.18,2.0,True,True,0.3,0.3,0.55,1.8,3.0,0.6,40,120,0.8,0.5,2,False,0,0,0
15186,XAUUSD,50,5,12,2,0.17,2.5,False,True,0.28,0.6,0.65,1.2,2.0,0.9,30,45,0.8,0.5,2,False,0,0,0
15187,XAUUSD,45,6,16,2,0.17,1.5,False,True,0.3,0.6,0.55,2.2,3.6,1.0,50,45,0.8,0.5,3,False,0,0,0
15188,XAUUSD,45,7,14,2,0.19,1.0,False,True,0.28,0.4,0.7,1.8,2.0,0.8,40,60,0.5,0.5,3,False,0,0,0
15189,XAUUSD,55,7,12,4,0.21,2.5,False,True,0.35,0.5,0.65,1.5,2.4,0.7,50,120,0.5,0.5,3,False,0,0,0
15190,XAUUSD,55,7,16,3,0.18,2.0,False,True,0.32,0.5,0.7,2.2,3.0,0.6,35,120,0.7,0.5,3,False,0,0,0
15191,XAUUSD,60,7,11,3,0.18,2.0,True,True,0.3,0.35,0.65,1.2,2.0,0.7,30,90,0.7,0.5,3,False,0,0,0
15192,XAUUSD,60,7,14,2,0.22,1.5,False,True,0.3,0.55,0.65,1.5,2.4,0.9,30,120,0.7,0.5,2,False,0,0,0
15193,XAUUSD,60,7,12,3,0.2,2.5,False,True,0.28,0.6,0.65,1.0,2.077608669536472,0.7546643702507743,35,60,0.7,0.5,3,False,0,0,0
15194,XAUUSD,50,6,14,3,0.22,1.5,False,True,0.32,0.3,0.7,1.5,4.0,0.8,30,90,0.6,0.5,3,False,0,0,0
15195,XAUUSD,50,7,14,2,0.21,2.5,False,True,0.3,0.5,0.65,0.9,1.8609614836495394,0.7,50,90,0.7,0.5,3,False,0,0,0
15196,XAUUSD,45,7,16,3,0.19,1.5,False,True,0.3,0.35,0.6,2.0,4.0,0.7,25,120,0.5,0.5,2,False,0,0,0
15197,XAUUSD,45,7,14,2,0.21,2.0,False,True,0.32,0.3,0.6,1.5,3.0,1.0,25,90,0.7,0.5,2,False,0,0,0
15198,XAUUSD,55,6,14,4,0.16,1.0,False,True,0.35,0.6,0.7,0.9,1.64856400473647,0.7,50,120,0.5,0.5,2,False,0,0,0
15199,XAUUSD,55,7,14,3,0.21,1.0,False,True,0.32,0.45,0.55,1.0,2.0,0.7,35,120,0.5,0.5,2,False,0,0,0
15200,XAUUSD,55,7,12,2,0.22,2.5,True,True,0.3,0.5,0.65,2.0,4.0,0.6,40,90,0.7,0.5,3,False,0,0,0
15201,XAUUSD,45,6,16,4,0.19,2.5,False,True,0.28,0.45,0.6,0.9,2.126911790296961,0.7,35,120,0.7,0.5,2,False,0,0,0
15202,XAUUSD,60,7,14,4,0.22,2.5,False,True,0.35,0.45,0.55,1.8,3.6,0.6,50,90,0.5,0.5,2,False,0,0,0
15203,XAUUSD,50,7,16,4,0.22,2.5,True,True,0.32,0.55,0.55,1.0,2.190417492713669,0.8,50,90,0.6,0.5,3,False,0,0,0
15204,XAUUSD,60,7,12,2,0.2,1.5,False,True,0.35,0.55,0.55,2.2,2.4,0.7,40,45,0.8,0.5,3,False,0,0,0
15205,XAUUSD,55,7,16,2,0.17,1.5,False,True,0.35,0.35,0.65,2.0,3.0,0.8,35,60,0.8,0.5,2,False,0,0,0
15206,XAUUSD,45,7,14,3,0.18,1.0,False,True,0.35,0.35,0.7,1.0,2.4,0.7,50,60,0.7,0.5,3,False,0,0,0
15207,XAUUSD,50,6,16,3,0.18,1.5,False,True,0.28,0.35,0.7,2.2,3.0,0.8,50,120,0.5,0.5,3,False,0,0,0
15208,XAUUSD,45,7,12,4,0.22,1.0,True,True,0.3,0.3,0.65,1.5,3.0,0.7,35,60,0.6,0.5,3,False,0,0,0
15209,XAUUSD,50,7,12,3,0.22,1.5,False,True,0.32,0.3,0.6,2.0,3.0,0.8,25,90,0.5,0.5,2,True,0.04,2400,0
15210,XAUUSD,50,7,12,3,0.21,1.0,False,True,0.3,0.55,0.6,1.5,2.0,0.9,40,60,0.6,0.5,2,False,0,0,0
15211,XAUUSD,55,6,12,3,0.22,2.0,False,True,0.32,0.55,0.55,1.2,2.0,0.8,30,45,0.6,0.5,2,False,0,0,0
15212,XAUUSD,60,7,16,2,0.17,1.0,False,True,0.28,0.35,0.7,1.8,2.0,0.7,35,45,0.8,0.5,2,False,0,0,0
15213,XAUUSD,60,7,11,4,0.22,1.5,False,True,0.35,0.4,0.55,1.0,2.7788872429066536,0.9,35,45,0.8,0.5,3,False,0,0,0
15214,XAUUSD,55,7,11,4,0.18,2.5,False,True,0.28,0.35,0.65,0.9,1.6579946650653268,0.7,50,60,0.5,0.5,2,False,0,0,0
15215,XAUUSD,60,7,16,2,0.21,2.5,False,True,0.3,0.45,0.55,1.0,2.4,0.6745848630253211,30,45,0.8,0.5,2,False,0,0,0
15216,XAUUSD,55,7,16,2,0.16,2.0,False,True,0.32,0.35,0.6,1.2,3.1211989179137585,0.9,25,45,0.6,0.5,3,False,0,0,0
15217,XAUUSD,55,7,11,2,0.22,2.0,True,True,0.32,0.5,0.65,2.0,4.0,0.8,35,45,0.5,0.5,2,False,0,0,0
15218,XAUUSD,60,7,16,4,0.19,2.5,True,True,0.28,0.35,0.55,1.8,2.4,0.6,30,60,0.8,0.5,3,False,0,0,0
15219,XAUUSD,45,7,11,4,0.16,2.5,False,True,0.28,0.55,0.55,1.8,4.0,0.6,50,60,0.8,0.5,2,False,0,0,0
15220,XAUUSD,55,7,16,2,0.18,1.0,False,True,0.32,0.35,0.55,1.0,3.0,0.9,25,120,0.6,0.5,3,False,0,0,0
15221,XAUUSD,55,7,11,2,0.18,2.0,False,True,0.28,0.6,0.6,2.0,3.6,0.6,25,120,0.8,0.5,3,False,0,0,0
15222,XAUUSD,60,7,11,3,0.16,2.5,False,True,0.35,0.45,0.55,0.9,2.2047159626568864,0.6841117477680945,25,60,0.7,0.5,2,False,0,0,0
15223,XAUUSD,60,5,12,3,0.22,2.5,False,True,0.35,0.5,0.6,1.5,3.6,0.8,50,60,0.6,0.5,3,False,0,0,0
15224,XAUUSD,50,7,16,4,0.16,1.0,False,True,0.35,0.45,0.65,1.2,3.0,0.7,50,90,0.7,0.5,3,False,0,0,0
15225,XAUUSD,60,7,16,2,0.21,2.0,False,True,0.32,0.35,0.7,1.8,2.4,1.0,40,60,0.8,0.5,2,False,0,0,0
15226,XAUUSD,45,7,16,4,0.18,1.0,False,True,0.32,0.4,0.55,0.9,2.241143180876845,0.7438412425897466,30,60,0.5,0.5,3,False,0,0,0
15227,XAUUSD,45,7,11,4,0.19,1.0,False,True,0.32,0.3,0.7,1.5,3.0,0.6,40,120,0.5,0.5,3,False,0,0,0
15228,XAUUSD,50,7,11,3,0.16,1.0,False,True,0.3,0.3,0.65,1.0,1.8860121876767333,0.7,25,45,0.8,0.5,2,False,0,0,0
15229,XAUUSD,60,7,16,2,0.18,1.0,False,True,0.28,0.55,0.7,1.0,2.0,0.9,25,45,0.6,0.5,3,False,0,0,0
15230,XAUUSD,50,7,16,2,0.18,2.0,True,True,0.32,0.35,0.65,1.0,2.0,0.7,40,45,0.6,0.5,3,False,0,0,0
15231,XAUUSD,50,7,11,2,0.18,2.5,False,True,0.32,0.35,0.55,1.0,2.4,0.7,40,90,0.8,0.5,3,False,0,0,0
15232,XAUUSD,60,7,16,3,0.2,2.0,False,True,0.28,0.55,0.65,0.9,2.0,0.8,25,60,0.7,0.5,2,False,0,0,0
15233,XAUUSD,50,7,16,4,0.16,2.5,False,True,0.3,0.45,0.6,1.0,2.100760142729003,0.9,50,120,0.8,0.5,3,False,0,0,0
15234,XAUUSD,50,7,16,4,0.18,2.5,False,True,0.28,0.6,0.7,1.0,2.6273196181157243,0.8,25,90,0.5,0.5,2,False,0,0,0
15235,XAUUSD,50,7,16,4,0.2,1.0,False,True,0.3,0.4,0.6,2.0,2.4,0.6,30,120,0.5,0.5,2,False,0,0,0
15236,XAUUSD,50,7,16,4,0.16,1.5,False,True,0.3,0.3,0.55,1.2,2.0,0.9,50,90,0.6,0.5,2,False,0,0,0
15237,XAUUSD,45,7,12,2,0.17,2.0,False,True,0.3,0.5,0.65,1.8,2.4,0.7,30,45,0.5,0.5,3,False,0,0,0
15238,XAUUSD,60,6,14,3,0.18,1.5,False,True,0.3,0.3,0.6,1.2,2.5465255055163873,0.9,30,90,0.6,0.5,2,False,0,0,0
15239,XAUUSD,50,7,16,3,0.18,2.0,False,True,0.3,0.5,0.55,2.2,4.0,0.7,25,120,0.8,0.5,3,False,0,0,0
15240,XAUUSD,45,7,16,4,0.21,1.5,False,True,0.35,0.3,0.55,2.2,3.0,0.7,25,60,0.8,0.5,3,False,0,0,0
15241,XAUUSD,55,7,16,2,0.18,2.5,False,True,0.3,0.5,0.55,2.2,3.6,0.7,25,90,0.8,0.5,2,False,0,0,0
15242,XAUUSD,55,6,12,2,0.17,2.5,False,True,0.3,0.35,0.65,1.8,4.0,1.0,25,60,0.7,0.5,2,False,0,0,0
15243,XAUUSD,55,7,12,2,0.17,1.5,True,True,0.32,0.3,0.55,2.2,3.0,0.7,25,120,0.7,0.5,3,False,0,0,0
15244,XAUUSD,60,5,16,3,0.2,2.0,True,True,0.32,0.4,0.55,2.2,3.6,0.9,50,90,0.7,0.5,2,False,0,0,0
15245,XAUUSD,45,5,11,2,0.17,1.0,False,True,0.32,0.45,0.7,1.5,2.4,1.0,50,45,0.8,0.5,2,False,0,0,0
15246,XAUUSD,50,7,12,4,0.2,1.5,True,True,0.28,0.3,0.55,1.8,3.6,0.6,30,120,0.8,0.5,3,False,0,0,0
15247,XAUUSD,45,7,16,3,0.18,2.5,False,True,0.32,0.45,0.6,2.0,2.4,0.8,30,45,0.6,0.5,2,False,0,0,0
15248,XAUUSD,50,7,14,3,0.2,2.5,False,True,0.35,0.5,0.55,1.8,3.0,0.8,35,120,0.6,0.5,2,False,0,0,0
15249,XAUUSD,60,7,12,3,0.22,2.5,False,True,0.35,0.3,0.6,1.8,4.0,0.9,30,60,0.6,0.5,2,False,0,0,0
15250,XAUUSD,45,7,16,3,0.17,1.5,False,True,0.35,0.3,0.55,2.0,4.0,0.8,35,120,0.5,0.5,2,False,0,0,0
15251,XAUUSD,50,6,11,3,0.18,1.0,False,True,0.3,0.55,0.6,1.8,2.0,0.6,50,60,0.7,0.5,2,False,0,0,0
15252,XAUUSD,50,6,14,2,0.17,2.5,False,True,0.32,0.4,0.65,1.8,3.6,0.9,25,120,0.5,0.5,2,False,0,0,0
15253,XAUUSD,55,7,11,4,0.17,2.5,False,True,0.35,0.6,0.7,1.5,3.6,0.9,40,90,0.5,0.5,2,False,0,0,0
15254,XAUUSD,60,7,16,3,0.21,2.0,False,True,0.28,0.4,0.6,0.9,2.4,0.6,35,120,0.8,0.5,3,False,0,0,0
15255,XAUUSD,50,7,14,2,0.17,2.0,False,True,0.32,0.4,0.6,1.8,3.6,1.0,50,60,0.8,0.5,3,False,0,0,0
15256,XAUUSD,45,6,11,4,0.21,1.0,False,True,0.32,0.55,0.55,1.2,2.0,0.9,35,120,0.5,0.5,2,False,0,0,0
15257,XAUUSD,50,7,12,4,0.17,1.0,True,True,0.3,0.5,0.55,1.2,2.8388908784579727,0.6,35,120,0.6,0.5,2,False,0,0,0
15258,XAUUSD,45,7,12,2,0.22,1.5,False,True,0.28,0.4,0.65,2.0,3.0,1.0,25,60,0.8,0.5,3,False,0,0,0
15259,XAUUSD,55,7,16,3,0.2,1.5,False,True,0.28,0.45,0.65,1.0,2.4,0.9,25,45,0.6,0.5,2,False,0,0,0
15260,XAUUSD,50,7,11,4,0.17,1.5,False,True,0.3,0.4,0.6,1.2,2.0,0.8,50,60,0.7,0.5,3,False,0,0,0
15261,XAUUSD,60,6,11,4,0.22,1.5,True,True,0.35,0.35,0.7,2.2,3.6,1.0,30,120,0.5,0.5,2,False,0,0,0
