Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_atr_factor_from_entry,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points
2131,88.09,69.51,0.868875,4.129671,3.278774,37.75177,0,4.1687,80,false,1,108,0.4,2.4,2.5,false,22,true,9,15,false,0,0,2.3,0
2073,88.09,69.51,0.868875,4.129671,3.278774,37.75177,0,4.1687,80,false,1,108,0.4,2.4,2.5,false,22,true,9,15,false,0.3,1,3.5,1
1521,88.09,69.51,0.868875,4.129671,3.278774,37.75177,0,4.1687,80,false,1,108,0.4,2.4,2.5,false,22,true,9,15,false,0,0,2,0
1226,88.09,69.51,0.868875,4.129671,3.278774,37.75177,0,4.1687,80,false,1,108,0.4,2.4,2.5,false,22,true,9,15,false,0,0,2,1
994,88.09,69.51,0.868875,4.129671,3.278774,37.75177,0,4.1687,80,false,1,108,0.4,2.4,2.5,false,22,true,9,15,true,0,2,2.5,1
1847,85.1,69.48,0.564878,2.890098,3.277358,27.233936,0,4.1687,123,false,1,108,0.4,2.4,2.5,true,20,true,3,16,true,0.06,0,2,0
1486,92.69,69.44,0.763077,3.115139,3.275472,23.861804,0,4.1888,91,false,1,109,0.3,2.7,3.4,true,24,true,3,16,true,0.14,0,2.2,2
4884,82.63,69.14,1.047576,1.711463,1.75038,9.560438,0,7.6863,66,true,5,104,0.5,2.3,3.5,true,32,true,8,15,false,0,0,3.6,1
842,95.36,69.14,1.212982,5.122838,3.261321,39.995326,0,4.1687,57,false,1,107,0.4,2.4,2.6,false,38,true,8,15,true,0.08,2,3.2,2
1648,82.86,69.04,0.286473,1.865814,3.256604,16.192747,0,4.2128,241,false,1,100,0.3,2.6,3.3,false,32,true,0,16,false,0,0,2,0
2241,87.57,68.87,0.578739,2.963227,3.248585,23.297624,0,4.1687,119,false,1,101,0.4,2.8,3.3,true,32,true,0,16,true,0.06,0,2,1
1492,84.74,68.76,0.501898,2.612949,3.243396,25.52481,0,4.1731,137,false,1,106,0.4,2.7,2.7,false,26,true,4,16,false,0,0,2,0
2365,94.27,68.72,1.227143,5.260384,3.241509,38.363894,0,4.1687,56,false,1,106,0.4,2.7,2.7,false,34,true,9,15,true,0.08,2,3.2,3
2206,80.22,68.66,1.144333,1.689912,1.674226,9.566079,0,8.1405,60,true,5,104,0.5,2.8,2.6,true,32,true,9,15,true,0.06,0,2,1
5173,85.67,68.66,1.107419,3.866806,1.551638,10.501932,0,7.8555,62,false,5,96,0.4,2.5,3.3,false,26,false,4,16,false,0,0,2,0
5021,85.67,68.66,1.107419,3.866806,1.551638,10.501932,0,7.8555,62,false,5,96,0.4,2.5,3.3,false,26,false,4,15,false,0,0,2,0
4848,85.67,68.66,1.107419,3.866806,1.551638,10.501932,0,7.8555,62,false,5,96,0.4,2.5,3.7,false,26,false,4,15,false,0,1,2.7,0
4575,85.67,68.66,1.107419,3.866806,1.551638,10.501932,0,7.8555,62,false,5,96,0.4,2.5,2.1,false,20,false,4,15,false,0,1,2.7,0
4574,85.67,68.66,1.107419,3.866806,1.551638,10.501932,0,7.8555,62,false,5,96,0.4,2.5,3.4,false,34,false,4,16,false,0,0,2,3
4413,85.67,68.66,1.107419,3.866806,1.551638,10.501932,0,7.8555,62,false,5,96,0.4,2.5,3.4,false,34,false,4,15,false,0,0,2,0
1923,84.03,68.66,0.418659,2.415087,3.238679,22.189224,0,4.1842,164,false,1,104,0.4,2.6,3.1,true,22,true,1,15,false,0.06,0,3.2,1
1591,83.92,68.47,0.335637,2.180721,3.229717,17.05226,0,4.1953,204,false,1,108,0.4,2.4,2.5,true,34,false,5,17,true,0.06,0,2.6,0
1026,83.92,68.47,0.335637,2.180721,3.229717,17.05226,0,4.1953,204,false,1,108,0.4,2.4,2.5,true,34,false,5,16,true,0.06,0,2,1
2655,85.3,68.42,0.594957,2.887448,3.227358,29.302666,0,4.1728,115,false,1,106,0.4,2.6,3.3,false,22,true,6,16,false,0,0,2,0
1833,82.92,68.39,1.036212,1.675457,1.731392,9.29352,0,7.6863,66,true,5,104,0.5,2.8,2.6,false,28,true,8,15,false,0.3,1,3.5,1
2701,87.92,68.3,0.599123,2.851952,3.221698,27.01905,0,4.1736,114,false,1,103,0.4,3,3,true,26,true,5,16,false,0,0,2.3,1
2266,89.9,68.21,0.812024,3.786356,3.217453,34.138608,0,4.1687,84,false,1,102,0.4,2.5,2.1,true,34,true,7,15,false,0,0,2,0
698,83.88,68.17,0.332537,2.169497,3.215566,16.976596,0,4.1953,205,false,1,108,0.4,2.4,2.5,true,36,false,2,16,true,0.06,0,2,1
1303,83.8,68.09,0.402899,2.200458,3.211792,19.014699,0,4.1888,169,false,1,100,0.3,2.1,4,false,30,true,8,18,false,0.44,1,3.2,0
4570,81.75,68.02,1.030606,1.691963,1.722025,9.406169,0,7.6863,66,true,5,104,0.5,2.4,2.8,true,40,true,8,15,false,0,0,2,0
2104,81.19,67.89,1.095,1.719402,1.671756,11.109133,0,8.0611,62,true,5,101,0.5,2.3,2.5,true,34,true,9,15,true,0.02,0,2.4,0
5854,78.59,67.86,0.997941,1.638502,1.509006,8.717235,0,7.6195,68,true,5,108,0.5,2.7,2,false,22,true,8,15,true,0.02,0,2.4,0
1885,83.87,67.85,0.351554,2.18288,3.200472,19.000802,0,4.183,193,false,1,107,0.4,2.4,2.6,false,38,true,4,20,false,0.22,2,4,0
2322,92.1,67.75,1.075397,4.724574,3.195755,35.858893,0,4.1687,63,false,1,106,0.4,2.7,2.8,true,20,true,9,15,true,0.06,0,2,1
2332,92.1,67.75,1.075397,4.724574,3.195755,35.858893,0,4.1687,63,false,1,106,0.4,2.7,2.7,false,22,true,9,15,true,0.06,0,2,1
1064,92.1,67.75,1.075397,4.724574,3.195755,35.858893,0,4.1687,63,false,1,106,0.4,2.7,2.7,false,34,true,9,15,true,0.06,0,2,1
1853,91.62,67.72,0.940556,3.921484,3.19434,32.465942,0,4.1687,72,false,1,103,0.4,3,3,true,26,true,9,16,true,0.02,0,2.4,0
5060,86.51,67.72,0.760899,3.430725,3.19434,33.92742,0,4.1687,89,false,1,106,0.4,2.6,3.2,false,30,true,7,15,false,0,0,2,3
4665,86.51,67.72,0.760899,3.430725,3.19434,33.92742,0,4.1687,89,false,1,106,0.4,2.6,3.2,false,30,true,7,15,false,0,0,2,0
3122,86.51,67.72,0.760899,3.430725,3.19434,33.92742,0,4.1687,89,false,1,106,0.4,2.6,3.3,false,30,true,7,15,false,0,0,2,3
2102,85.56,67.59,0.582672,2.927838,3.188208,20.253223,0,4.1687,116,false,1,103,0.4,3,3,true,26,true,9,20,false,0.36,2,2.1,0
254,85.56,67.59,0.582672,2.927838,3.188208,20.253223,0,4.1687,116,false,1,103,0.4,3,3,true,26,true,9,20,true,0,0,3,0
2862,84.93,67.58,0.536349,2.679841,3.187736,27.618513,0,4.1728,126,false,1,106,0.4,2.6,3.3,false,32,true,5,16,false,0,0,2,0
1191,83.71,67.48,0.374889,2.134118,3.183019,18.170273,0,4.1888,180,false,1,100,0.3,2.1,4,false,30,true,8,19,false,0.22,2,4,0
2536,84.92,67.4,0.612727,2.898057,3.179245,20.811506,0,4.1687,110,false,1,106,0.4,2.7,2.7,false,34,true,9,18,false,0.4,1,2.1,3
2008,84.92,67.4,0.612727,2.898057,3.179245,20.811506,0,4.1687,110,false,1,106,0.4,2.7,2.7,false,34,true,9,18,false,0.48,0,2,3
1823,84.92,67.4,0.612727,2.898057,3.179245,20.811506,0,4.1687,110,false,1,106,0.4,2.7,2.7,false,34,true,9,18,false,0.44,1,3.2,0
1736,84.92,67.4,0.612727,2.898057,3.179245,20.811506,0,4.1687,110,false,1,106,0.4,2.7,2.7,false,34,true,9,18,false,0.02,0,2.3,2
1878,84.92,67.4,0.612727,2.898057,3.179245,20.811506,0,4.1687,110,false,1,106,0.4,2.7,2.7,false,34,true,9,18,false,0.18,1,2.1,1
2204,86.5,67.29,0.756067,3.378579,3.174057,32.067251,0,4.1687,89,false,1,106,0.4,2.7,2.9,true,40,true,7,15,false,0,0,2,0
1661,86.26,67.2,0.628037,3.179695,3.169811,29.887787,0,4.1687,107,false,1,103,0.4,2,3.5,false,30,true,4,17,true,0.06,0,2.6,0
4313,83.92,67.15,0.402096,2.35002,3.167453,22.121664,0,4.1897,167,false,1,106,0.4,2.6,2.8,false,22,true,1,15,false,0,1,3.2,0
4289,83.92,67.15,0.402096,2.35002,3.167453,22.121664,0,4.1897,167,false,1,106,0.4,2.6,2.8,false,22,true,1,15,false,0,0,2,0
2342,91.67,67.06,1.099344,4.892049,3.163208,39.39667,0,4.1687,61,false,1,108,0.4,2.4,2.5,false,34,true,9,15,true,0.06,0,2,1
12,91.67,67.06,1.099344,4.892049,3.163208,39.39667,0,4.1687,61,false,1,108,0.4,2.4,2.5,false,22,true,9,15,true,0.06,0,2,1
1093,84.92,67,0.531746,2.641754,3.160377,26.424876,0,4.1731,126,false,1,106,0.4,2.7,2.7,false,34,true,5,16,false,0,2,2.7,2
1490,83.94,66.99,0.380625,2.207245,3.159906,17.048471,0,4.1765,176,false,1,106,0.4,2.7,2.7,false,34,true,5,21,true,0,1,2.5,3
2586,84.28,66.97,0.429295,2.375154,3.158962,21.194656,0,4.1849,156,false,1,103,0.4,3,3,true,28,true,0,15,false,0,0,2.3,1
1592,84.32,66.71,0.546803,2.69832,3.146698,23.134049,0,4.1792,122,false,1,107,0.4,2.4,2.6,false,38,true,8,18,false,0.18,1,2.1,0
863,84.32,66.71,0.546803,2.69832,3.146698,23.134049,0,4.1792,122,false,1,107,0.4,2.4,2.6,false,38,true,8,18,false,0.36,0,2.2,0
1785,83.91,66.69,0.39,2.281761,3.145755,20.886117,0,4.1842,171,false,1,104,0.4,2.6,3.1,true,22,true,0,16,false,0,0,2,0
1515,85.17,66.62,0.701263,3.218448,3.142453,30.919465,0,4.1735,95,false,1,107,0.4,2.4,2.6,false,38,true,8,16,false,0,0,2,0
1714,85.13,66.51,0.599189,2.912856,3.137264,20.433085,0,4.1687,111,false,1,103,0.4,3,3,true,26,true,9,19,false,0.36,2,2.1,0
595,85.13,66.51,0.599189,2.912856,3.137264,20.433085,0,4.1687,111,false,1,103,0.4,3,3,true,26,true,9,19,true,0,0,3,0
1448,85.64,66.45,0.55375,2.831588,3.134434,25.557538,0,4.1733,120,false,1,101,0.4,2.8,3.1,false,34,true,4,16,false,0.14,1,3.1,0
5780,76.98,66.44,0.977059,1.616899,1.438407,8.473999,0,7.8288,68,true,5,108,0.5,2.8,2,false,26,true,8,15,true,0.02,0,2.4,1
5631,76.98,66.44,0.977059,1.616899,1.438407,8.473999,0,7.8288,68,true,5,108,0.5,2.8,2.3,true,40,true,8,15,true,0.02,0,2.4,0
1784,84.88,66.36,0.42,2.344681,3.130189,18.145533,0,4.1736,158,false,1,103,0.4,3,3,true,26,true,5,20,true,0,0,3,0
1588,83.89,66.15,0.465845,2.713731,3.120283,23.714961,0,4.1801,142,false,1,108,0.4,2,2,false,34,true,0,15,true,0.06,0,2,1
5542,85.23,66.04,0.532581,2.588264,3.115094,25.564728,0,4.1733,124,false,1,106,0.4,2.9,2.8,false,28,true,5,16,false,0,0,3.5,0
5457,85.23,66.04,0.532581,2.588264,3.115094,25.564728,0,4.1733,124,false,1,106,0.4,2.9,2.8,false,28,true,5,16,false,0,0,2.4,0
5364,85.23,66.04,0.532581,2.588264,3.115094,25.564728,0,4.1733,124,false,1,106,0.4,2.9,2.8,false,28,true,5,16,false,0,0,2,0
5265,86.37,65.98,0.758391,3.280677,3.112264,30.671517,0,4.1687,87,false,1,106,0.4,2.9,2.8,false,28,true,7,15,false,0,0,2,0
1973,89.16,65.96,0.724835,3.544753,3.111321,29.075883,0,4.1687,91,false,1,99,0.4,2.5,2.7,true,40,true,3,16,true,0.06,0,2,1
2189,83.76,65.92,0.376686,2.277767,3.109434,21.947906,0,4.1895,175,false,1,107,0.4,2.4,2.6,false,24,true,1,15,false,0.08,0,3.4,2
1469,84.21,65.83,0.535203,2.671236,3.105189,18.74323,0,4.1687,123,false,1,106,0.4,2.7,2.7,false,34,true,9,19,false,0.1,2,3.7,2
1368,84.04,65.72,0.483235,2.552563,3.1,20.591397,0,4.1792,136,false,1,107,0.4,2.4,2.6,false,38,true,8,19,false,0.22,2,4,0
1872,83.16,65.72,0.342292,1.899288,3.1,14.379182,0,4.2013,192,false,1,100,0.3,2.9,2,true,34,true,6,18,false,0.44,1,3.2,0
1587,85.26,65.53,0.661919,2.995432,3.091038,21.20283,0,4.1687,99,false,1,103,0.4,3,3,true,26,true,9,18,false,0.22,2,3.2,3
1545,85.26,65.53,0.661919,2.995432,3.091038,21.20283,0,4.1687,99,false,1,103,0.4,3,3,true,26,true,9,18,false,0.34,2,2.7,3
2199,78.03,65.52,0.949565,1.624,1.658734,8.863875,0,7.6863,69,true,5,107,0.5,2.3,4,false,38,true,8,15,true,0.02,0,2.4,0
2127,84.56,65.45,0.55,3.06793,3.087264,23.929185,0,4.1722,119,false,1,103,0.4,2,3.5,false,30,true,4,21,true,0.08,2,3.7,3
4766,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,2.7,true,26,true,5,16,false,0,0,2,0
2457,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.2,false,22,true,5,16,false,0,0,2,0
1772,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.5,false,24,true,5,16,true,0,2,3.3,2
1738,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,2,false,28,true,5,16,true,0,2,3.3,2
1711,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.5,false,24,true,5,16,false,0,0,2,0
1861,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.6,false,24,true,5,16,false,0,1,3.1,1
1796,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.3,true,28,true,5,16,false,0.3,1,3.5,1
1709,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,2,false,20,true,5,16,false,0,0,2,0
1573,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,2,false,28,true,5,16,false,0,0,2,0
1537,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.5,false,24,true,5,16,false,0.48,1,2,0
1485,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.3,true,28,true,5,16,false,0,0,2.3,1
1470,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.6,false,24,true,5,16,false,0,0,2,0
1113,84.06,65.41,0.531789,2.875287,3.085377,26.289567,0,4.1745,123,false,1,90,0.3,2,3.3,true,28,true,5,16,false,0,0,2,0
5361,84.03,65.32,0.421419,2.308494,3.081132,20.184554,0,4.1733,155,false,1,106,0.4,2.9,2.8,false,34,true,2,16,false,0,0,2.3,0
2267,79.34,65.3,1.389362,5.650997,3.080189,40.104953,0,4.1687,47,false,1,103,0.4,3,3,true,26,true,9,15,true,0.08,2,3.2,2
2253,79.34,65.3,1.389362,5.650997,3.080189,40.104953,0,4.1687,47,false,1,103,0.4,3,3.8,true,34,true,9,15,true,0.08,2,2.4,1
5219,83.49,65.22,0.286053,2.008973,3.076415,15.742745,0,4.1937,228,false,1,102,0.4,2.7,3.3,true,20,false,1,15,false,0,0,2,0
5118,83.49,65.22,0.286053,2.008973,3.076415,15.742745,0,4.1937,228,false,1,102,0.4,2.7,3.3,true,24,false,5,16,false,0,0,2,0
4872,83.49,65.22,0.286053,2.008973,3.076415,15.742745,0,4.1937,228,false,1,102,0.4,2.7,3.3,true,26,false,1,15,false,0,0,2,0
4717,83.49,65.22,0.286053,2.008973,3.076415,15.742745,0,4.1937,228,false,1,102,0.4,2.7,3.3,true,26,false,0,15,false,0,0,3.5,3
2455,87.44,65.15,0.766471,3.262939,3.073113,28.884711,0,4.1687,85,false,1,103,0.4,2.9,2.9,true,22,true,7,16,false,0.08,2,3.8,2
1544,84.12,65.1,0.525,2.782097,3.070755,24.87615,0,4.1754,124,false,1,90,0.3,2.3,2.7,false,40,true,5,16,false,0,0,2,0
1917,84.04,65.08,0.508437,2.838418,3.069811,27.733584,0,4.1718,128,false,1,103,0.4,2,3.5,false,30,true,4,16,false,0,0,3.6,1
5805,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,20,false,3,15,false,0,2,2,0
5785,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,20,false,1,15,false,0,2,2,0
5758,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,20,false,7,15,false,0,2,2,0
5685,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,20,false,2,16,false,0,2,2,0
5675,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,3,15,false,0,2,2,0
5630,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,5,15,false,0,2,2,0
5569,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,1,15,false,0,2,2,0
5559,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,4,16,false,0,2,2,0
5475,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,3,16,false,0,2,2,0
5349,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,5,16,false,0,2,2,0
5170,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,5,16,false,0,0,2,0
3167,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,5,15,false,0,0,2,0
3109,83.5,65.08,0.286696,2.021183,3.069811,16.087862,0,4.1935,227,false,1,102,0.4,2.6,3.8,true,26,false,5,15,false,0,1,2.7,0
1320,83.76,65.04,0.4336,2.126234,3.067925,16.659779,0,4.1888,150,false,1,101,0.3,2.6,3.2,true,40,true,8,17,false,0.34,2,2.7,3
2412,84.18,64.99,0.528374,2.649911,3.065566,18.802102,0,4.1687,123,false,1,106,0.4,2.7,2.7,false,34,true,9,19,false,0,0,3.9,2
1911,83.78,64.97,0.373391,2.179129,3.064623,19.071098,0,4.1847,174,false,1,105,0.4,2.8,3.3,false,32,true,0,16,false,0,0,2,0
3818,83.44,64.91,0.28345,1.999384,3.061792,15.668946,0,4.1937,229,false,1,102,0.4,2.7,3.3,true,30,false,4,15,false,0,2,2,0
3482,83.44,64.91,0.28345,1.999384,3.061792,15.668946,0,4.1937,229,false,1,102,0.4,2.7,3.8,true,32,false,6,15,false,0,1,2.1,0
4540,84.17,64.82,0.526992,2.760935,3.057547,24.86692,0,4.1754,123,false,1,90,0.3,2.4,2.6,true,28,true,5,16,false,0,0,2,0
1256,83.23,64.56,0.288214,1.958575,3.045283,14.86024,0,4.1879,224,false,1,105,0.4,2.7,2.9,true,40,true,0,21,false,0.42,0,3.5,0
1635,83.18,64.44,0.303962,1.953819,3.039623,19.350359,0,4.181,212,false,1,105,0.3,2.3,3.1,true,30,true,3,15,false,0,0,3.5,3
838,83.18,64.44,0.303962,1.953819,3.039623,19.350359,0,4.181,212,false,1,105,0.3,2.3,3.1,true,30,true,3,15,false,0,0,2,3
676,83.18,64.44,0.303962,1.953819,3.039623,19.350359,0,4.181,212,false,1,105,0.3,2.3,3.1,true,30,true,3,15,false,0,0,3.9,3
2353,87.01,64.24,0.834286,3.472671,3.030189,22.562388,0,4.1687,77,false,1,103,0.4,3,3,true,26,true,9,18,true,0.06,0,2.6,3
2491,87.01,64.24,0.834286,3.472671,3.030189,22.562388,0,4.1687,77,false,1,103,0.4,3,3.8,true,36,true,9,18,true,0.06,0,2.6,0
1268,87.01,64.24,0.834286,3.472671,3.030189,22.562388,0,4.1687,77,false,1,103,0.4,3,3,true,26,true,9,18,true,0.06,0,2.6,0
5601,83.36,64.18,0.279043,1.993037,3.027358,15.856805,0,4.1935,230,false,1,102,0.4,2.6,3.8,true,36,false,1,15,false,0,2,2,0
1720,83.83,64.16,0.445556,2.253615,3.026415,22.597708,0,4.2013,144,false,1,97,0.3,2.6,2.8,false,34,true,6,16,false,0,0,2,0
1361,83.91,64.07,0.533917,2.576138,3.02217,25.058448,0,4.1687,120,false,1,100,0.3,2.6,2,true,26,true,7,15,false,0,0,2,0
2256,84.11,63.95,0.456786,2.436756,3.016509,19.833607,0,4.1744,140,false,1,106,0.4,2.8,3.3,false,32,true,0,16,true,0.06,0,2,1
1893,82.61,63.82,0.246409,1.861734,3.010377,14.52269,0,4.2096,259,false,1,108,0.4,2.4,2.5,true,34,false,5,17,false,0.18,1,2.1,1
1280,82.61,63.82,0.246409,1.861734,3.010377,14.52269,0,4.2096,259,false,1,108,0.4,2.4,2.5,true,34,false,5,21,false,0.24,0,2.4,1
1554,83.06,63.64,0.351602,1.939197,3.001887,17.749648,0,4.1687,181,false,1,105,0.3,2.3,4,true,20,true,7,17,false,0.22,2,3.2,3
1269,82.53,63.52,0.244308,1.854223,2.996226,14.454152,0,4.2096,260,false,1,108,0.4,2.4,2.5,true,36,false,2,17,false,0.3,2,2.9,1
1057,82.53,63.52,0.244308,1.854223,2.996226,14.454152,0,4.2096,260,false,1,108,0.4,2.4,2.5,true,36,false,2,16,false,0,2,2.7,2
1058,83.62,63.47,0.334053,2.219404,2.993868,18.964365,0,4.1745,190,false,1,90,0.3,2,2,false,28,true,3,19,false,0.36,2,2.1,0
1528,83.12,63.29,0.301381,1.921118,2.985377,14.564461,0,4.2013,210,false,1,97,0.3,2.6,2.9,false,20,true,5,20,false,0,0,3.9,2
1284,83.12,63.29,0.301381,1.921118,2.985377,14.564461,0,4.2013,210,false,1,97,0.3,2.6,2.8,false,20,true,5,20,false,0.22,2,4,0
2515,83.85,63.22,0.392671,2.205338,2.982075,19.619167,0,4.1849,161,false,1,103,0.4,3,3,true,34,true,0,16,false,0.08,2,3.8,2
2391,83.85,63.22,0.392671,2.205338,2.982075,19.619167,0,4.1849,161,false,1,103,0.4,3,3.3,false,32,true,0,16,false,0.3,1,3.5,1
1780,83.09,63.19,0.280844,1.945675,2.98066,14.889806,0,4.1877,225,false,1,104,0.4,2.6,3.1,true,22,true,0,23,false,0.48,1,2,0
1410,60.63,63.19,0.752262,1.432779,1.028986,6.283524,0,11.0782,84,true,5,107,0.5,2.9,2.5,false,32,true,9,16,false,0.3,1,3.5,1
1610,83.56,63.18,0.352961,2.211273,2.980189,20.683037,0,4.1763,179,false,1,109,0.4,2.2,3.5,true,26,true,2,16,false,0,0,2,0
1403,83.56,63.18,0.352961,2.211273,2.980189,20.683037,0,4.1763,179,false,1,109,0.4,2.2,3.5,true,26,true,2,16,false,0,1,3.1,1
2319,83.66,63.07,0.396667,2.436674,2.975,22.023232,0,4.1832,159,false,1,103,0.4,2,2,false,34,true,0,15,false,0,0,2.3,1
1600,83.53,63.04,0.382061,2.127728,2.973585,16.933629,0,4.1888,165,false,1,98,0.3,2.1,4,false,30,true,8,19,false,0.22,2,4,0
2170,67.61,63.02,0.840267,1.52578,1.476224,8.066966,0,8.1818,75,true,5,103,0.5,2.4,2.8,true,32,true,9,16,false,0.08,2,3.8,2
3646,83.63,62.94,0.422416,2.517724,2.968868,23.215861,0,4.1745,149,false,1,90,0.3,2,2,false,28,true,3,16,false,0,0,2,0
1914,83.63,62.94,0.422416,2.517724,2.968868,23.215861,0,4.1745,149,false,1,90,0.3,2,2,false,32,true,3,16,false,0,0,2,0
1884,83.63,62.94,0.422416,2.517724,2.968868,23.215861,0,4.1745,149,false,1,90,0.3,2,3.5,false,34,true,3,16,false,0,0,2,0
1710,83.63,62.94,0.422416,2.517724,2.968868,23.215861,0,4.1745,149,false,1,90,0.3,2,3.5,false,30,true,3,16,false,0,0,2,0
1305,83.63,62.94,0.422416,2.517724,2.968868,23.215861,0,4.1745,149,false,1,90,0.3,2,3.5,false,30,true,3,16,false,0.48,1,2,0
1976,83.2,62.88,0.308235,1.966938,2.966038,15.320419,0,4.19,204,false,1,106,0.4,2.7,2.7,true,34,true,0,18,false,0.02,0,2.3,2
5183,84.38,62.85,0.654687,2.920257,2.964623,29.479009,0,4.1687,96,false,1,106,0.4,2.6,3.2,false,32,true,7,16,false,0,0,2,0
2119,83.86,62.77,1.28102,4.788171,2.960849,37.268203,0,4.1687,49,false,1,103,0.4,3,3,true,26,true,9,16,true,0.08,2,3.2,0
1445,83.86,62.77,1.28102,4.788171,2.960849,37.268203,0,4.1687,49,false,1,103,0.4,3,3,true,26,true,9,16,true,0.08,2,2.4,1
4174,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,2.7,true,26,true,4,16,false,0,0,2,0
3059,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,2.7,true,36,true,4,16,false,0,0,2,0
3044,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.6,false,30,true,4,16,false,0,0,2,0
1724,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,34,true,4,16,false,0,1,3.1,1
1927,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,2,false,28,true,4,16,false,0,0,2,0
1928,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,2,false,20,true,4,16,false,0,2,3.1,1
1718,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,30,true,4,16,false,0.48,1,2,0
1585,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,34,true,4,16,false,0,0,2.7,1
1598,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,30,true,4,16,false,0,1,3.1,1
1563,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.3,true,26,true,4,16,false,0,0,2,0
1440,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,30,true,4,16,false,0.42,1,2.5,1
1442,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,3.5,false,34,true,4,16,false,0.42,0,3,0
1145,83.63,62.66,0.444397,2.589145,2.95566,24.275882,0,4.1745,141,false,1,90,0.3,2,2,false,20,true,4,16,false,0,0,2,0
