Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
7650,87,51.14,0.387424,1.531269,2.203361,6.712503,0,4.216,132,30,1,8,29,55,225,200,650,true,350,150,1,0.2,false,190,true,true,30,25,true,8,20,9,30,true
7198,87,51.14,0.387424,1.531269,2.203361,6.712503,0,4.216,132,30,1,8,29,55,225,200,650,true,350,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
6421,90,75.08,0.544058,1.530676,2.645525,7.413612,0,5.1888,138,30,1,8,29,55,275,300,750,true,250,100,1,0.4,false,200,true,true,27,26,true,8,20,9,30,false
6034,90,75.08,0.544058,1.530676,2.645525,7.413612,0,5.1888,138,30,1,8,29,55,275,300,750,true,250,100,1,0.4,false,190,true,true,27,26,true,8,20,9,30,false
7237,78.48,61.99,0.590381,1.530373,1.662822,5.704598,0,6.7207,105,30,1,8,29,50,275,325,650,true,350,150,1,0.2,false,190,true,true,30,25,true,8,20,8,30,true
6832,78.48,61.99,0.590381,1.530373,1.662822,5.704598,0,6.7207,105,30,1,8,29,50,275,325,650,true,350,150,1,0.2,false,200,true,true,30,25,true,8,20,8,30,true
6540,88.63,66.32,0.518125,1.530348,2.506425,5.343017,0,4.6311,128,30,1,11,28,50,275,275,750,true,350,150,1,0.2,false,190,true,true,30,25,true,8,19,9,20,true
6038,82.4,101.31,0.595941,1.529449,1.865059,5.600721,0,8.8903,170,30,1,8,29,50,300,275,650,true,350,100,1,0.1,true,210,false,false,29,29,true,8,20,15,40,false
5735,82.4,101.31,0.595941,1.529449,1.865059,5.600721,0,8.8903,170,30,1,8,29,50,300,275,650,true,350,100,0,0.1,true,200,false,false,29,29,true,8,20,15,40,false
7954,85.6,79.28,0.455632,1.528886,2.058152,6.849201,0,6.7858,174,30,1,8,27,55,275,200,700,true,250,100,0,0.1,false,190,true,true,30,22,true,8,19,9,30,false
4649,73.3,47.01,0.58037,1.527846,2.064559,6.446223,0,4.3344,81,30,2,9,26,55,225,275,750,true,400,100,1,0.1,true,220,true,false,25,30,false,9,19,10,40,true
6341,72.63,42.88,0.529383,1.526458,1.019496,5.974749,0,7.7406,81,30,1,8,28,55,300,325,500,true,250,100,1,0.1,true,200,true,true,30,25,true,8,19,9,30,true
7385,87.28,62.13,0.545,1.526169,2.214973,6.880322,0,5.1503,114,30,1,8,30,60,300,275,750,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
6191,87.18,76.82,0.465576,1.526128,2.342073,8.335535,0,6.214,165,30,1,11,28,55,200,250,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,8,30,true
5422,87.18,76.82,0.465576,1.526128,2.342073,8.335535,0,6.214,165,30,1,11,28,55,200,250,750,true,250,100,0,0.4,false,240,true,false,26,27,true,8,20,8,30,true
7365,78.37,95.61,0.569107,1.526081,1.620783,6.525568,0,11.2293,168,30,1,8,29,50,300,275,650,true,250,100,1,0.3,false,210,true,false,25,30,false,9,19,9,30,true
7008,77.98,61.33,0.584095,1.524726,1.645118,5.659559,0,6.7207,105,30,1,8,29,50,275,325,650,true,350,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
5911,73.11,43.52,0.537284,1.524464,1.121072,7.063639,0,7.0867,81,30,1,11,28,50,275,275,550,true,250,100,1,0.1,true,200,true,true,30,25,true,8,19,9,30,true
7436,82.78,61.95,0.543421,1.52358,1.873866,6.540814,0,6.3159,114,30,1,8,29,60,300,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,15,40,true
7123,87.07,71.07,0.526444,1.523305,2.207143,6.291239,0,6.1102,135,30,1,8,29,60,300,275,800,true,250,150,0,0.3,false,240,true,false,26,27,true,8,20,9,30,true
5834,90.22,152.35,0.554,1.522946,3.459355,5.33822,0,6.9294,275,30,1,8,30,60,300,275,600,true,350,150,0,0.3,false,210,false,false,29,29,true,8,20,15,40,true
4164,83.8,49.88,0.50898,1.522851,2.000802,7.839478,0,4.9011,98,30,1,8,28,45,225,200,650,true,250,150,1,0.5,true,230,true,false,24,30,false,11,22,13,40,false
6616,89.89,95.26,0.567024,1.522202,2.865824,4.82887,0,6.6396,168,16385,1,11,29,60,300,275,750,true,350,150,0,0.3,false,210,false,true,29,27,true,11,18,8,40,true
6490,89.89,95.26,0.567024,1.522202,2.865824,4.82887,0,6.6396,168,16385,1,11,29,60,300,275,750,true,350,150,0,0.2,false,210,false,true,29,27,true,11,18,8,40,true
6116,89.89,95.26,0.567024,1.522202,2.865824,4.82887,0,6.6396,168,16385,1,11,29,60,300,275,750,true,350,150,0,0.2,false,230,false,true,29,27,true,11,18,8,40,true
4887,89.89,95.26,0.567024,1.522202,2.865824,4.82887,0,6.6396,168,16385,1,11,29,60,300,275,750,true,350,150,0,0.2,false,240,false,true,29,27,true,11,18,8,40,true
6520,87.55,71.23,0.52763,1.522023,2.377503,6.826118,0,5.4401,135,30,1,8,29,55,250,275,650,true,300,150,0,0.4,false,230,true,false,26,27,true,8,19,9,30,true
4833,80.26,60.47,0.491626,1.521923,1.748699,8.099603,0,6.3635,123,30,1,8,29,60,225,225,500,true,250,100,1,0.4,false,240,true,false,26,27,true,8,20,15,40,true
7080,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,180,true,true,27,26,true,8,20,9,30,false
6767,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,27,26,true,8,20,9,30,false
6602,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,27,26,true,8,20,9,30,false
6405,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,190,true,true,27,26,true,8,20,9,30,true
6507,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,11,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,27,26,true,8,20,9,30,false
6330,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,27,26,true,8,19,9,30,false
6382,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,210,true,true,27,26,true,8,20,9,30,true
5835,89.02,73.83,0.535,1.521841,2.491731,7.512001,0,5.4173,138,30,1,11,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,27,26,true,8,20,9,30,true
6080,72.39,42.49,0.524568,1.52167,1.010223,5.56639,0,7.7461,81,30,1,8,30,55,300,325,500,true,250,100,1,0.1,true,200,true,true,30,25,true,8,19,9,30,true
6575,86.24,59.15,0.410764,1.519589,2.140014,6.967462,0,5.2401,144,30,1,8,29,55,250,200,500,true,250,200,0,0.4,false,200,true,true,27,26,true,8,20,9,30,false
4996,86.24,59.15,0.410764,1.519589,2.140014,6.967462,0,5.2401,144,30,1,8,29,55,250,200,500,true,250,200,0,0.2,false,210,true,true,27,26,true,8,20,9,30,false
6895,75.34,39,0.464286,1.518824,1.485149,6.021878,0,4.8854,84,30,1,11,27,55,275,225,750,true,350,100,0,0.2,true,230,true,false,26,27,true,8,19,9,30,true
7239,72.69,42.8,0.528395,1.515787,1.109671,6.933367,0,7.0505,81,30,1,8,29,50,275,300,750,true,250,100,1,0.5,true,200,true,true,30,25,true,8,19,9,30,true
6722,72.69,42.8,0.528395,1.515787,1.109671,6.933367,0,7.0505,81,30,1,8,29,50,275,300,750,true,250,100,1,0.4,true,200,true,true,30,25,true,8,19,9,30,true
6216,72.69,42.8,0.528395,1.515787,1.109671,6.933367,0,7.0505,81,30,1,8,29,50,275,300,750,true,250,100,1,0.1,true,210,true,true,30,25,true,8,19,9,30,true
8058,81.41,51.4,0.475926,1.51534,1.804142,6.047415,0,5.2601,108,30,1,8,29,55,300,225,800,true,250,150,0,0.4,false,190,true,true,30,26,true,8,20,9,30,true
6798,88.97,78.1,0.520667,1.515307,2.586949,7.95923,0,5.647,150,30,1,8,29,55,250,275,500,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,9,30,false
2133,90.14,94.95,0.536441,1.514802,3.063892,5.911323,0,5.3157,177,16385,1,9,30,60,275,350,700,true,250,100,0,0.5,false,210,false,true,28,22,true,12,20,9,40,false
3175,79.44,166.05,0.479913,1.514724,3.03787,6.152912,0,8.0012,346,30,2,9,26,60,200,275,650,true,350,100,0,0.1,false,190,false,false,29,27,true,9,21,14,40,true
5894,85.46,58.58,0.424493,1.514718,2.091396,6.156793,0,5.2617,138,30,1,10,30,45,250,225,500,true,250,200,0,0.2,false,220,true,true,28,27,true,8,20,8,20,false
7229,81.87,55.58,0.463167,1.514487,1.836748,8.075437,0,5.3457,120,30,2,11,28,50,275,200,650,true,250,150,1,0.3,false,210,true,false,25,30,false,9,19,10,40,true
6460,89.23,62.36,0.415733,1.514437,2.589701,7.045303,0,4.1306,150,30,1,10,30,45,250,200,700,true,250,150,0,0.1,false,230,true,true,28,27,true,8,20,8,20,false
9267,85.61,70.08,0.476735,1.513858,2.111479,7.145122,0,6.1854,147,30,1,10,30,45,250,325,800,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,30,false
6292,80.32,38.99,0.410421,1.513838,1.741402,5.197504,0,4.1637,95,30,1,9,27,50,250,200,500,true,250,200,0,0.4,true,210,true,true,30,25,true,8,20,8,20,false
6286,75.35,38.87,0.431889,1.513814,1.398705,6.271467,0,5.2685,90,30,1,9,27,50,250,200,500,true,250,200,0,0.4,true,220,true,false,26,27,true,8,20,8,30,true
5502,82.92,81.61,0.461073,1.513529,1.914829,6.526669,0,7.7303,177,30,1,8,27,50,275,200,700,true,250,150,0,0.1,false,190,true,true,26,29,false,9,21,13,20,false
6463,75.31,38.84,0.431556,1.513214,1.397625,6.265465,0,5.2685,90,30,1,8,29,55,250,200,500,true,250,200,0,0.4,true,220,true,false,26,27,true,8,20,8,30,false
6468,79.29,69.61,0.55246,1.513008,1.68588,6.119749,0,7.8279,126,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,10,30,true
7153,76.93,59.93,0.570762,1.512748,1.607564,5.530956,0,6.7458,105,30,1,8,29,55,275,325,650,true,350,150,1,0.2,false,190,true,true,30,25,true,8,19,8,30,true
6638,71.58,82.78,0.55557,1.510735,1.809399,4.94336,0,8.5554,149,30,1,8,27,50,250,325,700,true,400,100,1,0.4,false,230,true,false,26,27,true,8,19,13,20,false
1042,90.13,111.76,0.550542,1.510599,3.223536,6.078977,0,5.756,203,30,1,10,30,50,300,350,700,true,250,100,0,0.5,false,210,false,true,25,23,true,12,20,11,40,false
7241,85.92,73.31,0.509097,1.508779,2.173436,8.060799,0,6.4061,144,30,1,10,30,45,250,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,15,30,true
6764,86.05,63.47,0.516016,1.508696,2.167691,7.080948,0,5.5323,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,180,true,true,30,25,true,8,20,15,30,true
5953,88.18,71.96,0.510355,1.508623,2.42862,7.328612,0,5.4173,141,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,27,26,true,8,20,8,30,true
5749,88.18,71.96,0.510355,1.508623,2.42862,7.328612,0,5.4173,141,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,190,true,true,27,26,true,8,20,8,30,true
6574,71.94,41.47,0.531667,1.508024,1.031849,5.190944,0,7.4498,78,30,1,8,28,50,300,250,650,true,250,200,0,0.4,true,230,true,false,26,27,true,8,20,8,30,true
6553,72.18,42.07,0.519383,1.50699,1.08372,6.855993,0,7.0867,81,30,1,11,28,50,275,275,750,true,250,100,0,0.4,true,200,true,true,30,25,true,8,19,9,30,true
7204,71.89,36.82,0.533623,1.506953,1.057438,6.171479,0,6.7681,69,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,220,true,false,24,30,true,11,18,15,40,false
6731,74.83,38.32,0.425778,1.506543,1.378913,6.208206,0,5.2685,90,30,1,8,29,55,250,200,500,true,250,200,0,0.4,true,220,true,false,26,27,true,8,19,9,30,true
5999,62.9,33.92,0.491594,1.506042,1.473501,6.554681,0,4.1698,69,30,1,9,26,60,200,275,650,true,350,100,0,0.1,false,190,true,true,30,25,true,12,18,13,40,true
6776,88.21,76.67,0.511133,1.505872,2.499022,7.829885,0,5.7387,150,30,1,8,29,55,250,275,750,true,250,100,1,0.3,false,210,true,false,26,27,true,8,20,9,30,true
7253,84.96,53.72,0.459145,1.505838,2.078947,7.159688,0,4.8541,117,30,1,8,30,50,250,200,700,true,250,150,0,0.1,false,190,true,true,27,26,true,8,19,9,40,false
6653,87.3,104.22,0.513399,1.505677,2.356852,6.251749,0,7.6746,203,30,1,11,27,55,250,275,750,true,250,100,1,0.4,false,240,false,true,23,22,true,12,18,13,40,true
7036,88.88,76.4,0.489744,1.503991,2.650017,7.784039,0,5.3977,156,30,1,8,29,55,250,300,750,true,250,100,1,0.1,false,240,true,false,26,27,true,8,20,8,30,true
6276,85.62,68.65,0.497464,1.503152,2.160844,6.993206,0,5.9207,138,30,1,8,29,55,250,325,700,true,250,150,0,0.1,false,190,true,true,27,26,true,8,20,9,30,false
6997,83.34,67.03,0.531984,1.503115,1.973793,6.666091,0,6.3574,126,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,240,true,false,25,29,true,8,20,9,30,true
6849,83.34,67.03,0.531984,1.503115,1.973793,6.666091,0,6.3574,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,240,true,false,25,29,true,8,19,9,30,true
5410,73.13,46.37,0.579625,1.502492,1.279525,6.463479,0,6.9271,80,30,1,9,29,60,275,275,650,true,300,150,0,0.4,true,240,true,false,25,30,false,9,19,10,40,true
6483,89.35,137.22,0.463581,1.502269,3.192648,5.090403,0,8.2931,296,30,1,8,29,50,300,225,700,true,350,150,1,0.2,false,190,false,false,29,29,true,8,20,15,40,false
6960,88.53,76.11,0.487885,1.502078,2.573022,7.791641,0,5.5329,156,30,1,8,29,55,250,275,700,true,250,100,1,0.3,false,210,true,false,26,27,true,8,20,8,30,true
6552,88.53,76.11,0.487885,1.502078,2.573022,7.791641,0,5.5329,156,30,1,8,29,55,250,275,750,true,250,100,1,0.3,false,210,true,false,26,27,true,8,19,8,30,true
5332,88.53,76.11,0.487885,1.502078,2.573022,7.791641,0,5.5329,156,30,1,8,29,55,250,275,750,true,250,100,1,0.3,false,210,true,false,26,27,true,8,20,8,30,true
7278,74.65,59.12,0.532613,1.501953,1.387142,5.527294,0,7.9212,111,30,1,11,30,60,300,275,750,true,250,100,1,0.2,false,210,true,true,30,26,true,8,19,9,30,true
7366,75.94,54.45,0.490541,1.501381,1.48527,5.442318,0,6.7857,111,30,1,8,30,60,300,275,800,true,250,200,1,0.1,false,210,true,true,30,25,true,8,19,9,30,true
7264,75.94,54.45,0.490541,1.501381,1.48527,5.442318,0,6.7857,111,30,1,8,30,60,300,275,750,true,250,200,1,0.1,false,210,true,true,30,25,true,8,19,9,30,true
6781,85.58,73.18,0.443515,1.501199,2.264933,7.853913,0,6.1448,165,30,1,11,28,55,200,300,750,true,250,100,1,0.1,false,240,true,false,26,27,true,8,20,8,30,true
6391,84.31,73.15,0.460063,1.500993,2.230183,7.920919,0,6.214,159,30,1,10,28,55,200,250,750,true,250,100,0,0.4,false,240,true,false,26,27,true,8,19,9,30,true
2493,84.83,92.48,0.486737,1.500921,2.100386,4.968797,0,7.4585,190,30,1,11,30,50,300,225,600,true,350,200,0,0.5,false,200,true,false,20,26,true,8,19,8,30,false
5456,79.81,68.23,0.614685,1.500624,1.765787,4.723013,0,6.9332,111,30,1,11,27,55,300,350,650,true,350,200,1,0.3,false,210,true,false,26,27,true,8,20,8,30,true
7329,85.2,71.82,0.49875,1.498438,2.145161,7.849413,0,6.3673,144,30,1,8,29,50,250,300,750,true,250,100,1,0.3,false,220,true,false,26,27,true,8,20,15,30,true
6871,87.68,75.43,0.502867,1.497691,2.458605,7.93337,0,5.7387,150,30,1,9,27,50,250,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,9,30,false
6104,73.28,87.9,0.482967,1.497144,1.563779,5.430884,0,9.8319,182,30,1,8,30,55,275,225,800,true,350,100,0,0.2,false,240,false,true,23,22,true,12,18,13,40,false
6423,89.51,158.3,0.507372,1.497048,3.346723,5.408337,0,8.8855,312,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,180,false,false,29,29,true,8,20,15,40,false
6312,89.51,158.3,0.507372,1.497048,3.346723,5.408337,0,8.8855,312,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,200,false,false,29,29,true,8,20,15,40,false
6951,73,49.32,0.444324,1.496377,1.243884,5.78621,0,7.6502,111,30,1,8,28,50,275,275,800,true,250,200,1,0.1,false,220,true,false,26,27,true,8,19,15,40,false
6996,81.64,61.99,0.480543,1.496118,1.871114,6.1629,0,6.0843,129,30,1,8,29,50,275,300,550,true,250,200,0,0.1,false,190,true,true,27,26,true,8,20,9,30,false
6742,81.18,61.96,0.48031,1.495878,1.841855,6.170091,0,6.1834,129,30,1,8,29,50,275,300,500,true,250,200,0,0.1,false,190,true,true,27,26,true,8,20,9,30,false
6636,79.88,61.9,0.479845,1.495398,1.762027,5.943059,0,6.4452,129,30,1,8,29,55,275,300,600,true,250,200,0,0.4,false,190,true,true,27,26,true,8,20,9,30,false
7023,84.14,51.07,0.370072,1.495296,2.110331,6.292859,0,4.5447,138,30,1,9,29,55,225,200,800,true,350,100,0,0.2,false,190,true,true,30,25,true,8,19,9,30,true
6527,84.14,51.07,0.370072,1.495296,2.110331,6.292859,0,4.5447,138,30,1,8,29,55,225,200,800,true,350,100,0,0.2,false,190,true,true,30,25,true,8,20,9,30,false
6068,84.14,51.07,0.370072,1.495296,2.110331,6.292859,0,4.5447,138,30,1,8,29,55,225,200,800,true,350,100,0,0.2,false,190,true,true,30,25,true,8,19,9,30,true
4691,73.25,37.33,0.42908,1.494962,1.271458,6.996044,0,5.6093,87,30,2,11,30,45,250,275,800,true,250,200,1,0.4,true,230,true,false,25,30,false,9,19,10,40,true
6001,82.42,59.81,0.498417,1.49442,1.996328,6.234794,0,5.5448,120,30,1,8,29,55,250,275,650,true,300,150,0,0.4,false,200,true,true,30,25,true,8,19,9,30,true
5921,82.42,59.81,0.498417,1.49442,1.996328,6.234794,0,5.5448,120,30,1,8,29,55,250,275,650,true,300,150,0,0.4,false,200,true,true,30,25,true,8,19,9,30,false
6621,88.04,74.9,0.480128,1.494194,2.532116,7.907817,0,5.5329,156,30,1,10,30,45,250,275,800,true,250,100,0,0.5,false,220,true,false,26,27,true,8,19,8,30,true
4951,72.01,41.04,0.506667,1.492795,1.141903,5.617335,0,6.6786,81,30,1,8,29,50,275,300,500,true,250,200,0,0.4,true,230,true,false,26,27,true,8,20,8,30,true
7429,65.38,40.34,0.560278,1.492793,1.484726,5.24516,0,5.1966,72,30,1,8,29,50,300,250,750,true,400,100,1,0.1,true,220,true,false,26,27,true,8,20,15,30,true
2527,67.24,93.99,0.474697,1.492352,1.97168,4.931927,0,9.2423,198,30,1,10,27,55,200,300,750,true,400,100,1,0.3,false,200,false,true,28,22,true,12,20,9,40,true
7187,87.92,74.61,0.478269,1.49228,2.522312,7.656583,0,5.5329,156,30,1,11,29,55,250,275,750,true,250,100,0,0.3,false,210,true,false,26,27,true,8,19,8,30,false
4612,73.25,40.17,0.5356,1.491797,1.409474,5.408073,0,5.2665,75,30,1,8,29,50,300,275,650,true,350,100,0,0.1,true,200,true,true,30,25,true,8,19,9,30,true
4776,73.09,35.8,0.411494,1.491353,1.379045,7.37663,0,4.949,87,30,1,11,28,55,200,225,600,true,250,150,0,0.5,true,210,true,true,30,25,true,8,19,9,30,true
3700,73.09,35.8,0.411494,1.491353,1.379045,7.37663,0,4.949,87,30,1,11,28,55,200,225,600,true,250,150,1,0.2,true,190,true,true,30,25,true,8,19,9,30,true
6696,83.35,72.25,0.443252,1.490962,2.007502,5.959152,0,6.2649,163,30,1,8,27,50,275,200,700,true,250,150,1,0.3,false,200,true,true,27,26,true,8,19,13,20,false
2490,88.29,107.5,0.52439,1.49042,2.774194,5.628163,0,6.3708,205,30,1,11,30,45,275,250,650,true,350,100,0,0.5,false,210,true,false,20,26,true,8,19,9,30,false
6228,76.15,59.25,0.533784,1.489104,1.762344,5.614213,0,6.1445,111,30,1,11,29,55,250,325,650,true,350,150,0,0.3,false,190,true,true,30,25,true,8,19,9,30,true
7234,84.09,51.78,0.479444,1.488675,2.074519,7.023144,0,4.7924,108,30,1,10,30,45,250,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,15,40,false
9140,88.47,66.55,0.465385,1.488154,2.680226,5.787307,0,4.3606,143,30,1,8,29,50,300,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,20,true
6164,74.88,44.22,0.475484,1.487649,1.445098,6.373815,0,5.6914,93,30,1,8,29,50,300,225,500,true,250,100,1,0.1,true,230,true,false,26,27,true,8,20,8,30,true
8638,71.92,61.94,0.503577,1.486605,1.174886,5.385371,0,9.1563,123,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,200,true,true,30,22,true,8,20,8,40,false
6311,84.83,100.22,0.516598,1.48575,2.266395,5.256662,0,7.6699,194,30,1,9,27,50,250,275,500,true,300,100,0,0.5,false,230,false,true,23,22,true,12,18,13,40,true
5630,82.58,63.46,0.391728,1.484983,1.966532,7.369425,0,6.3122,162,30,1,8,28,45,225,200,650,true,250,150,0,0.2,false,240,true,false,26,27,true,8,20,8,30,true
5438,82.58,63.46,0.391728,1.484983,1.966532,7.369425,0,6.3122,162,30,1,8,28,45,225,200,650,true,250,150,0,0.3,false,230,true,false,26,27,true,8,20,8,30,true
7341,83.67,51.31,0.475093,1.484239,2.055689,6.938368,0,4.7901,108,30,1,8,29,50,250,300,750,true,250,100,1,0.3,false,210,true,true,30,25,true,8,19,15,40,false
6393,86.59,62.71,0.394403,1.482125,2.439129,7.022457,0,4.7675,159,30,1,8,29,55,225,200,550,true,300,100,1,0.3,false,210,true,true,28,27,true,8,20,8,20,false
5706,86.59,62.71,0.394403,1.482125,2.439129,7.022457,0,4.7675,159,30,1,8,29,55,225,200,550,true,300,100,0,0.5,false,230,true,true,28,27,true,8,20,8,20,false
6688,73.05,35.96,0.479467,1.481586,1.312888,5.779521,0,5.005,75,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,12,18,13,40,true
5961,73.05,35.96,0.479467,1.481586,1.312888,5.779521,0,5.005,75,30,1,9,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,12,18,13,40,true
6472,83.73,69.25,0.480903,1.480602,2.07958,7.522145,0,6.3426,144,30,1,11,27,50,250,325,700,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,15,30,true
6957,85.65,59.98,0.499833,1.480493,2.243921,6.656017,0,4.9616,120,30,1,8,29,50,275,300,750,true,250,100,1,0.2,false,230,true,true,28,27,true,8,20,9,30,true
6728,85.65,59.98,0.499833,1.480493,2.243921,6.656017,0,4.9616,120,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,240,true,true,28,27,true,8,20,9,30,true
6259,85.24,55.98,0.380816,1.48035,2.196155,7.210281,0,4.986,147,30,1,8,29,45,225,200,650,true,250,150,0,0.2,false,190,true,true,30,25,true,8,20,8,30,true
6624,74.15,56.14,0.534667,1.480322,1.505901,5.168296,0,6.7842,105,30,1,8,30,55,275,325,650,true,350,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,true
6662,74.15,56.14,0.534667,1.480322,1.505901,5.168296,0,6.7842,105,30,1,8,30,55,275,325,650,true,350,150,1,0.3,false,210,true,true,30,25,true,8,19,9,30,true
6131,74.15,56.14,0.534667,1.480322,1.505901,5.168296,0,6.7842,105,30,1,8,30,55,275,325,650,true,350,150,0,0.2,false,190,true,true,30,25,true,8,19,9,30,true
5370,74.15,56.14,0.534667,1.480322,1.505901,5.168296,0,6.7842,105,30,1,8,30,55,275,325,650,true,350,150,1,0.3,false,180,true,true,30,25,true,8,19,9,30,true
3966,74.15,56.14,0.534667,1.480322,1.505901,5.168296,0,6.7842,105,30,1,8,30,55,275,325,650,true,350,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
6052,62.52,36.32,0.484267,1.479156,1.664528,5.258694,0,4.1632,75,30,1,8,29,55,225,250,750,true,400,100,1,0.1,true,210,true,true,30,25,true,8,19,9,30,false
5435,77.42,60.66,0.518462,1.47858,1.651961,5.874013,0,6.9567,117,30,1,8,29,50,300,250,750,true,250,100,1,0.3,false,210,true,true,28,27,true,8,18,11,30,true
6503,81.02,67.64,0.57812,1.477582,1.95322,5.23954,0,6.1633,117,30,1,8,29,55,275,350,800,true,350,150,1,0.2,false,240,true,false,26,27,true,8,20,8,30,true
5672,69.25,43.96,0.586133,1.477307,1.015477,5.201705,0,8.3581,75,30,1,8,30,55,275,325,650,true,350,150,1,0.2,false,190,true,true,30,25,true,11,20,8,40,false
6418,85.5,118.89,0.552977,1.477106,2.565602,4.983465,0,8.8827,215,30,1,8,30,55,275,325,650,true,350,150,1,0.3,false,200,false,true,21,27,true,11,19,15,40,true
7125,82.93,64.77,0.490682,1.476916,2.011491,5.999071,0,6.1102,132,30,1,8,30,60,300,275,750,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,30,true
6062,88.55,116,0.462151,1.475196,3.138528,6.059232,0,6.46,251,16385,1,9,27,55,250,250,700,true,250,150,1,0.1,false,220,false,true,25,27,true,8,19,14,40,false
6627,86.64,147.16,0.473183,1.474633,2.4972,5.196762,0,11.3929,311,30,1,8,29,50,275,300,500,true,250,200,0,0.4,false,190,false,false,29,29,true,8,20,15,40,false
8309,87.62,64.56,0.451469,1.473557,2.600081,5.606914,0,4.3643,143,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,20,true
5734,84.61,55.16,0.383056,1.473436,2.163986,7.120086,0,4.986,144,30,1,8,28,45,225,200,650,true,250,150,0,0.2,false,190,true,true,30,25,true,8,19,9,30,true
6248,85.71,48.63,0.352391,1.472365,2.278819,6.258034,0,3.883,138,30,1,8,29,55,225,200,800,true,250,200,0,0.3,false,200,true,true,30,25,true,8,19,9,30,true
5086,69.55,51.52,0.553978,1.472227,1.288322,5.106447,0,7.7205,93,30,1,8,30,55,275,325,650,true,350,150,0,0.3,false,210,true,true,30,25,true,8,20,8,40,false
5800,78.52,44.94,0.394211,1.471514,1.736476,5.935351,0,4.8629,114,30,1,8,29,55,225,200,800,true,250,200,0,0.3,false,230,true,false,26,27,true,8,19,15,40,false
6024,87.07,71.46,0.458077,1.471403,2.517083,7.46417,0,5.3313,156,30,1,8,29,50,250,325,700,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,8,30,true
